Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,086282,2022,04,01,19.5,1,N
IDCJAC0010,086282,2022,04,02,17.4,1,N
IDCJAC0010,086282,2022,04,03,17.3,1,N
IDCJAC0010,086282,2022,04,04,18.1,1,N
IDCJAC0010,086282,2022,04,05,20.0,1,N
IDCJAC0010,086282,2022,04,06,20.5,1,N
IDCJAC0010,086282,2022,04,07,23.2,1,N
IDCJAC0010,086282,2022,04,08,23.8,1,N
IDCJAC0010,086282,2022,04,09,25.4,1,N
IDCJAC0010,086282,2022,04,10,26.5,1,N
IDCJAC0010,086282,2022,04,11,18.3,1,N
IDCJAC0010,086282,2022,04,12,18.2,1,N
IDCJAC0010,086282,2022,04,13,20.7,1,N
IDCJAC0010,086282,2022,04,14,24.8,1,N
IDCJAC0010,086282,2022,04,15,26.3,1,N
IDCJAC0010,086282,2022,04,16,28.3,1,N
IDCJAC0010,086282,2022,04,17,27.9,1,N
IDCJAC0010,086282,2022,04,18,17.2,1,N
IDCJAC0010,086282,2022,04,19,14.7,1,N
IDCJAC0010,086282,2022,04,20,18.8,1,N
IDCJAC0010,086282,2022,04,21,16.3,1,N
IDCJAC0010,086282,2022,04,22,16.8,1,N
IDCJAC0010,086282,2022,04,23,17.9,1,N
IDCJAC0010,086282,2022,04,24,17.8,1,N
IDCJAC0010,086282,2022,04,25,23.0,1,N
IDCJAC0010,086282,2022,04,26,22.1,1,N
IDCJAC0010,086282,2022,04,27,22.3,1,N
IDCJAC0010,086282,2022,04,28,20.9,1,N
IDCJAC0010,086282,2022,04,29,19.8,1,N
IDCJAC0010,086282,2022,04,30,17.2,1,N
IDCJAC0010,086282,2022,05,01,19.5,1,N
IDCJAC0010,086282,2022,05,02,21.4,1,N
IDCJAC0010,086282,2022,05,03,20.3,1,N
IDCJAC0010,086282,2022,05,04,15.1,1,N
IDCJAC0010,086282,2022,05,05,14.0,1,N
IDCJAC0010,086282,2022,05,06,14.7,1,N
IDCJAC0010,086282,2022,05,07,16.1,1,N
IDCJAC0010,086282,2022,05,08,14.7,1,N
IDCJAC0010,086282,2022,05,09,16.5,1,N
IDCJAC0010,086282,2022,05,10,18.9,1,N
IDCJAC0010,086282,2022,05,11,17.9,1,N
IDCJAC0010,086282,2022,05,12,19.3,1,N
IDCJAC0010,086282,2022,05,13,17.8,1,N
IDCJAC0010,086282,2022,05,14,18.1,1,N
IDCJAC0010,086282,2022,05,15,20.9,1,N
IDCJAC0010,086282,2022,05,16,16.8,1,N
IDCJAC0010,086282,2022,05,17,15.7,1,N
IDCJAC0010,086282,2022,05,18,15.3,1,N
IDCJAC0010,086282,2022,05,19,14.3,1,N
IDCJAC0010,086282,2022,05,20,13.9,1,N
IDCJAC0010,086282,2022,05,21,15.7,1,N
IDCJAC0010,086282,2022,05,22,13.6,1,N
IDCJAC0010,086282,2022,05,23,18.0,1,N
IDCJAC0010,086282,2022,05,24,19.5,1,N
IDCJAC0010,086282,2022,05,25,18.7,1,N
IDCJAC0010,086282,2022,05,26,14.8,1,N
IDCJAC0010,086282,2022,05,27,16.5,1,N
IDCJAC0010,086282,2022,05,28,14.8,1,N
IDCJAC0010,086282,2022,05,29,15.6,1,N
IDCJAC0010,086282,2022,05,30,10.0,1,N
IDCJAC0010,086282,2022,05,31,10.4,1,N
IDCJAC0010,086282,2022,06,01,11.4,1,N
IDCJAC0010,086282,2022,06,02,12.2,1,N
IDCJAC0010,086282,2022,06,03,12.1,1,N
IDCJAC0010,086282,2022,06,04,14.8,1,N
IDCJAC0010,086282,2022,06,05,13.8,1,N
IDCJAC0010,086282,2022,06,06,13.2,1,N
IDCJAC0010,086282,2022,06,07,11.8,1,N
IDCJAC0010,086282,2022,06,08,12.0,1,N
IDCJAC0010,086282,2022,06,09,13.3,1,N
IDCJAC0010,086282,2022,06,10,14.4,1,N
IDCJAC0010,086282,2022,06,11,12.3,1,N
IDCJAC0010,086282,2022,06,12,12.6,1,N
IDCJAC0010,086282,2022,06,13,12.9,1,N
IDCJAC0010,086282,2022,06,14,12.9,1,N
IDCJAC0010,086282,2022,06,15,12.9,1,N
IDCJAC0010,086282,2022,06,16,14.0,1,N
IDCJAC0010,086282,2022,06,17,13.5,1,N
IDCJAC0010,086282,2022,06,18,16.0,1,N
IDCJAC0010,086282,2022,06,19,14.1,1,N
IDCJAC0010,086282,2022,06,20,17.0,1,N
IDCJAC0010,086282,2022,06,21,15.0,1,N
IDCJAC0010,086282,2022,06,22,15.3,1,N
IDCJAC0010,086282,2022,06,23,15.6,1,N
IDCJAC0010,086282,2022,06,24,15.7,1,N
IDCJAC0010,086282,2022,06,25,15.2,1,N
IDCJAC0010,086282,2022,06,26,13.2,1,N
IDCJAC0010,086282,2022,06,27,12.6,1,N
IDCJAC0010,086282,2022,06,28,12.9,1,N
IDCJAC0010,086282,2022,06,29,9.9,1,N
IDCJAC0010,086282,2022,06,30,14.3,1,N
IDCJAC0010,086282,2022,07,01,11.7,1,N
IDCJAC0010,086282,2022,07,02,11.9,1,N
IDCJAC0010,086282,2022,07,03,12.1,1,N
IDCJAC0010,086282,2022,07,04,12.7,1,N
IDCJAC0010,086282,2022,07,05,13.6,1,N
IDCJAC0010,086282,2022,07,06,16.9,1,N
IDCJAC0010,086282,2022,07,07,14.1,1,N
IDCJAC0010,086282,2022,07,08,11.7,1,N
IDCJAC0010,086282,2022,07,09,12.7,1,N
IDCJAC0010,086282,2022,07,10,15.6,1,N
IDCJAC0010,086282,2022,07,11,13.4,1,N
IDCJAC0010,086282,2022,07,12,10.1,1,N
IDCJAC0010,086282,2022,07,13,12.4,1,N
IDCJAC0010,086282,2022,07,14,11.7,1,N
IDCJAC0010,086282,2022,07,15,14.3,1,N
IDCJAC0010,086282,2022,07,16,12.5,1,N
IDCJAC0010,086282,2022,07,17,16.7,1,N
IDCJAC0010,086282,2022,07,18,10.6,1,N
IDCJAC0010,086282,2022,07,19,11.1,1,N
IDCJAC0010,086282,2022,07,20,12.4,1,N
IDCJAC0010,086282,2022,07,21,15.5,1,N
IDCJAC0010,086282,2022,07,22,17.6,1,N
IDCJAC0010,086282,2022,07,23,13.4,1,N
IDCJAC0010,086282,2022,07,24,17.4,1,N
IDCJAC0010,086282,2022,07,25,13.9,1,N
IDCJAC0010,086282,2022,07,26,12.3,1,N
IDCJAC0010,086282,2022,07,27,15.6,1,N
IDCJAC0010,086282,2022,07,28,13.2,1,N
IDCJAC0010,086282,2022,07,29,12.3,1,N
IDCJAC0010,086282,2022,07,30,12.5,1,N
IDCJAC0010,086282,2022,07,31,13.9,1,N
IDCJAC0010,086282,2022,08,01,14.8,1,N
IDCJAC0010,086282,2022,08,02,16.0,1,N
IDCJAC0010,086282,2022,08,03,18.1,1,N
IDCJAC0010,086282,2022,08,04,17.9,1,N
IDCJAC0010,086282,2022,08,05,14.2,1,N
IDCJAC0010,086282,2022,08,06,13.8,1,N
IDCJAC0010,086282,2022,08,07,14.5,1,N
IDCJAC0010,086282,2022,08,08,14.4,1,N
IDCJAC0010,086282,2022,08,09,13.5,1,N
IDCJAC0010,086282,2022,08,10,12.0,1,N
IDCJAC0010,086282,2022,08,11,14.0,1,N
IDCJAC0010,086282,2022,08,12,15.0,1,N
IDCJAC0010,086282,2022,08,13,16.6,1,N
IDCJAC0010,086282,2022,08,14,14.6,1,N
IDCJAC0010,086282,2022,08,15,15.9,1,N
IDCJAC0010,086282,2022,08,16,14.0,1,N
IDCJAC0010,086282,2022,08,17,15.5,1,N
IDCJAC0010,086282,2022,08,18,14.2,1,N
IDCJAC0010,086282,2022,08,19,15.5,1,N
IDCJAC0010,086282,2022,08,20,13.0,1,N
IDCJAC0010,086282,2022,08,21,14.3,1,N
IDCJAC0010,086282,2022,08,22,17.2,1,N
IDCJAC0010,086282,2022,08,23,12.3,1,N
IDCJAC0010,086282,2022,08,24,12.6,1,N
IDCJAC0010,086282,2022,08,25,14.9,1,N
IDCJAC0010,086282,2022,08,26,13.1,1,N
IDCJAC0010,086282,2022,08,27,18.9,1,N
IDCJAC0010,086282,2022,08,28,19.1,1,N
IDCJAC0010,086282,2022,08,29,15.0,1,N
IDCJAC0010,086282,2022,08,30,14.2,1,N
IDCJAC0010,086282,2022,08,31,15.8,1,N
IDCJAC0010,086282,2022,09,01,14.7,1,N
IDCJAC0010,086282,2022,09,02,12.5,1,N
IDCJAC0010,086282,2022,09,03,14.5,1,N
IDCJAC0010,086282,2022,09,04,11.8,1,N
IDCJAC0010,086282,2022,09,05,15.1,1,N
IDCJAC0010,086282,2022,09,06,17.7,1,N
IDCJAC0010,086282,2022,09,07,19.3,1,N
IDCJAC0010,086282,2022,09,08,16.3,1,N
IDCJAC0010,086282,2022,09,09,19.8,1,N
IDCJAC0010,086282,2022,09,10,15.7,1,N
IDCJAC0010,086282,2022,09,11,16.2,1,N
IDCJAC0010,086282,2022,09,12,13.5,1,N
IDCJAC0010,086282,2022,09,13,12.4,1,N
IDCJAC0010,086282,2022,09,14,17.2,1,N
IDCJAC0010,086282,2022,09,15,14.9,1,N
IDCJAC0010,086282,2022,09,16,17.3,1,N
IDCJAC0010,086282,2022,09,17,13.8,1,N
IDCJAC0010,086282,2022,09,18,16.8,1,N
IDCJAC0010,086282,2022,09,19,15.8,1,N
IDCJAC0010,086282,2022,09,20,18.6,1,N
IDCJAC0010,086282,2022,09,21,20.1,1,N
IDCJAC0010,086282,2022,09,22,19.3,1,N
IDCJAC0010,086282,2022,09,23,16.3,1,N
IDCJAC0010,086282,2022,09,24,15.1,1,N
IDCJAC0010,086282,2022,09,25,18.5,1,N
IDCJAC0010,086282,2022,09,26,14.2,1,N
IDCJAC0010,086282,2022,09,27,14.5,1,N
IDCJAC0010,086282,2022,09,28,15.8,1,N
IDCJAC0010,086282,2022,09,29,15.2,1,N
IDCJAC0010,086282,2022,09,30,19.4,1,N
IDCJAC0010,086282,2022,10,01,18.4,1,N
IDCJAC0010,086282,2022,10,02,18.3,1,N
IDCJAC0010,086282,2022,10,03,21.3,1,N
IDCJAC0010,086282,2022,10,04,15.6,1,N
IDCJAC0010,086282,2022,10,05,14.4,1,N
IDCJAC0010,086282,2022,10,06,20.0,1,N
IDCJAC0010,086282,2022,10,07,20.8,1,N
IDCJAC0010,086282,2022,10,08,15.9,1,N
IDCJAC0010,086282,2022,10,09,14.0,1,N
IDCJAC0010,086282,2022,10,10,18.0,1,N
IDCJAC0010,086282,2022,10,11,20.9,1,N
IDCJAC0010,086282,2022,10,12,16.6,1,N
IDCJAC0010,086282,2022,10,13,16.2,1,N
IDCJAC0010,086282,2022,10,14,17.9,1,N
IDCJAC0010,086282,2022,10,15,18.6,1,N
IDCJAC0010,086282,2022,10,16,17.4,1,N
IDCJAC0010,086282,2022,10,17,16.3,1,N
IDCJAC0010,086282,2022,10,18,20.1,1,N
IDCJAC0010,086282,2022,10,19,22.0,1,N
IDCJAC0010,086282,2022,10,20,21.6,1,N
IDCJAC0010,086282,2022,10,21,25.3,1,N
IDCJAC0010,086282,2022,10,22,20.3,1,N
IDCJAC0010,086282,2022,10,23,19.5,1,N
IDCJAC0010,086282,2022,10,24,19.3,1,N
IDCJAC0010,086282,2022,10,25,23.6,1,N
IDCJAC0010,086282,2022,10,26,21.0,1,N
IDCJAC0010,086282,2022,10,27,18.7,1,N
IDCJAC0010,086282,2022,10,28,14.8,1,N
IDCJAC0010,086282,2022,10,29,17.2,1,N
IDCJAC0010,086282,2022,10,30,20.4,1,N
IDCJAC0010,086282,2022,10,31,21.2,1,N
IDCJAC0010,086282,2022,11,01,14.3,1,N
IDCJAC0010,086282,2022,11,02,14.9,1,N
IDCJAC0010,086282,2022,11,03,14.7,1,N
IDCJAC0010,086282,2022,11,04,18.3,1,N
IDCJAC0010,086282,2022,11,05,23.5,1,N
IDCJAC0010,086282,2022,11,06,26.3,1,N
IDCJAC0010,086282,2022,11,07,26.0,1,N
IDCJAC0010,086282,2022,11,08,27.8,1,N
IDCJAC0010,086282,2022,11,09,28.3,1,N
IDCJAC0010,086282,2022,11,10,24.4,1,N
IDCJAC0010,086282,2022,11,11,20.5,1,N
IDCJAC0010,086282,2022,11,12,20.2,1,N
IDCJAC0010,086282,2022,11,13,24.8,1,N
IDCJAC0010,086282,2022,11,14,17.9,1,N
IDCJAC0010,086282,2022,11,15,12.7,1,N
IDCJAC0010,086282,2022,11,16,13.5,1,N
IDCJAC0010,086282,2022,11,17,16.5,1,N
IDCJAC0010,086282,2022,11,18,23.5,1,N
IDCJAC0010,086282,2022,11,19,20.0,1,N
IDCJAC0010,086282,2022,11,20,19.7,1,N
IDCJAC0010,086282,2022,11,21,13.6,1,N
IDCJAC0010,086282,2022,11,22,18.2,1,N
IDCJAC0010,086282,2022,11,23,17.6,1,N
IDCJAC0010,086282,2022,11,24,19.6,1,N
IDCJAC0010,086282,2022,11,25,21.3,1,N
IDCJAC0010,086282,2022,11,26,27.0,1,N
IDCJAC0010,086282,2022,11,27,20.9,1,N
IDCJAC0010,086282,2022,11,28,18.1,1,N
IDCJAC0010,086282,2022,11,29,18.8,1,N
IDCJAC0010,086282,2022,11,30,19.1,1,N
IDCJAC0010,086282,2022,12,01,18.9,1,N
IDCJAC0010,086282,2022,12,02,24.3,1,N
IDCJAC0010,086282,2022,12,03,30.7,1,N
IDCJAC0010,086282,2022,12,04,33.8,1,N
IDCJAC0010,086282,2022,12,05,18.8,1,N
IDCJAC0010,086282,2022,12,06,20.7,1,N
IDCJAC0010,086282,2022,12,07,20.2,1,N
IDCJAC0010,086282,2022,12,08,16.3,1,N
IDCJAC0010,086282,2022,12,09,17.2,1,N
IDCJAC0010,086282,2022,12,10,26.7,1,N
IDCJAC0010,086282,2022,12,11,28.6,1,N
IDCJAC0010,086282,2022,12,12,17.1,1,N
IDCJAC0010,086282,2022,12,13,18.4,1,N
IDCJAC0010,086282,2022,12,14,16.1,1,N
IDCJAC0010,086282,2022,12,15,16.5,1,N
IDCJAC0010,086282,2022,12,16,19.1,1,N
IDCJAC0010,086282,2022,12,17,21.9,1,N
IDCJAC0010,086282,2022,12,18,23.0,1,N
IDCJAC0010,086282,2022,12,19,24.8,1,N
IDCJAC0010,086282,2022,12,20,27.4,1,N
IDCJAC0010,086282,2022,12,21,28.6,1,N
IDCJAC0010,086282,2022,12,22,25.6,1,N
IDCJAC0010,086282,2022,12,23,24.2,1,N
IDCJAC0010,086282,2022,12,24,25.0,1,N
IDCJAC0010,086282,2022,12,25,32.2,1,N
IDCJAC0010,086282,2022,12,26,32.8,1,N
IDCJAC0010,086282,2022,12,27,36.7,1,N
IDCJAC0010,086282,2022,12,28,26.1,1,N
IDCJAC0010,086282,2022,12,29,18.6,1,N
IDCJAC0010,086282,2022,12,30,28.4,1,N
IDCJAC0010,086282,2022,12,31,29.6,1,N
